user_id,signup_date,segment,target_role,resume_uploaded,assessment_completed,roadmap_generated,first_task_completed,d7_active,d30_active
U00940,2026-02-15,Final-year student,Data Analyst,1,1,0,0,0,0
U00941,2026-05-23,Final-year student,Software Engineer,1,1,0,0,0,0
U00942,2026-02-12,Working professional,Software Engineer,1,1,1,0,0,0
U00943,2026-03-08,Final-year student,Product Manager,1,1,1,0,0,0
U00944,2026-04-14,Final-year student,Data Analyst,1,0,0,0,0,0
U00945,2026-01-03,Final-year student,Product Manager,1,1,0,0,0,0
U00946,2026-05-19,Final-year student,Product Manager,1,0,0,0,0,0
U00947,2026-05-01,Fresh graduate,Product Manager,1,1,0,0,0,0
U00948,2026-05-31,Working professional,Software Engineer,1,0,0,0,0,0
U00949,2026-02-19,Working professional,Product Manager,1,1,0,0,0,0
U00950,2026-03-13,Final-year student,Software Engineer,1,1,1,1,1,0
U00951,2026-06-11,Fresh graduate,Product Manager,1,1,1,0,0,0
U00952,2026-01-13,Final-year student,Product Manager,1,1,0,0,0,0
U00953,2026-03-30,Final-year student,Product Manager,1,1,0,0,0,0
U00954,2026-03-29,Final-year student,Product Manager,1,1,0,0,0,0
U00955,2026-03-22,Working professional,Product Manager,1,1,1,0,0,0
U00956,2026-03-20,Working professional,Software Engineer,0,0,0,0,0,0
U00957,2026-05-15,Fresh graduate,Product Manager,1,0,0,0,0,0
U00958,2026-02-05,Fresh graduate,Product Manager,1,1,1,0,0,0
U00959,2026-06-10,Fresh graduate,Software Engineer,0,0,0,0,0,0
U00960,2026-06-11,Fresh graduate,Product Manager,1,1,1,1,0,0
U00961,2026-02-02,Fresh graduate,Product Manager,0,0,0,0,0,0
U00962,2026-06-25,Final-year student,Product Manager,1,1,0,0,0,0
U00963,2026-02-17,Final-year student,Product Manager,1,1,1,0,0,0
U00964,2026-01-10,Final-year student,Product Manager,1,1,0,0,0,0
U00965,2026-03-13,Working professional,Software Engineer,1,1,0,0,0,0
U00966,2026-05-24,Fresh graduate,Product Manager,1,0,0,0,0,0
U00967,2026-06-02,Working professional,Data Analyst,1,0,0,0,0,0
U00968,2026-04-27,Final-year student,Product Manager,1,1,1,0,0,0
U00969,2026-05-27,Fresh graduate,Software Engineer,0,0,0,0,0,0
U00970,2026-02-17,Final-year student,Data Analyst,1,1,1,0,0,0
U00971,2026-06-08,Final-year student,Product Manager,1,0,0,0,0,0
U00972,2026-04-25,Final-year student,Product Manager,1,0,0,0,0,0
U00973,2026-01-25,Final-year student,Product Manager,1,1,1,1,0,0
U00974,2026-01-24,Working professional,Marketing,1,1,1,0,0,0
U00975,2026-02-18,Final-year student,Marketing,1,1,1,1,0,0
U00976,2026-01-13,Fresh graduate,Product Manager,1,1,1,1,1,1
U00977,2026-02-20,Fresh graduate,Data Analyst,1,1,1,0,0,0
U00978,2026-06-28,Final-year student,Product Manager,1,1,1,1,1,0
U00979,2026-02-13,Fresh graduate,Product Manager,1,1,0,0,0,0
U00980,2026-04-25,Final-year student,Software Engineer,1,1,1,1,0,0
U00981,2026-06-25,Working professional,Product Manager,1,0,0,0,0,0
U00982,2026-02-15,Working professional,Product Manager,1,1,1,0,0,0
U00983,2026-05-06,Fresh graduate,Data Analyst,1,1,1,1,0,0
U00984,2026-03-23,Fresh graduate,Product Manager,1,1,0,0,0,0
U00985,2026-02-21,Final-year student,Software Engineer,1,0,0,0,0,0
U00986,2026-06-21,Working professional,Product Manager,0,0,0,0,0,0
U00987,2026-04-29,Final-year student,Product Manager,1,1,1,1,0,0
U00988,2026-03-20,Final-year student,Product Manager,1,0,0,0,0,0
U00989,2026-05-27,Final-year student,Marketing,1,1,1,0,0,0
U00990,2026-06-12,Fresh graduate,Product Manager,1,1,0,0,0,0
U00991,2026-05-21,Fresh graduate,Product Manager,1,1,1,0,0,0
U00992,2026-06-06,Fresh graduate,Software Engineer,1,1,0,0,0,0
U00993,2026-02-27,Fresh graduate,Marketing,1,1,1,1,1,0
U00994,2026-03-03,Final-year student,Marketing,1,1,1,0,0,0
U00995,2026-02-11,Working professional,Software Engineer,1,1,1,0,0,0
U00996,2026-05-06,Final-year student,Product Manager,1,1,0,0,0,0
U00997,2026-05-25,Fresh graduate,Software Engineer,1,0,0,0,0,0
U00998,2026-04-29,Final-year student,Data Analyst,1,1,0,0,0,0
U00999,2026-04-18,Working professional,Data Analyst,1,0,0,0,0,0
U01000,2026-05-19,Final-year student,Data Analyst,0,0,0,0,0,0
U01001,2026-02-02,Final-year student,Product Manager,1,1,1,1,1,0
U01002,2026-03-07,Fresh graduate,Product Manager,1,1,1,0,0,0
U01003,2026-05-08,Final-year student,Software Engineer,0,0,0,0,0,0
U01004,2026-01-10,Final-year student,Product Manager,1,1,0,0,0,0
U01005,2026-06-13,Fresh graduate,Product Manager,1,0,0,0,0,0
U01006,2026-01-31,Final-year student,Product Manager,0,0,0,0,0,0
U01007,2026-05-22,Working professional,Software Engineer,1,1,0,0,0,0
U01008,2026-04-21,Final-year student,Data Analyst,0,0,0,0,0,0
U01009,2026-06-02,Fresh graduate,Data Analyst,1,0,0,0,0,0
U01010,2026-05-20,Fresh graduate,Data Analyst,1,0,0,0,0,0
U01011,2026-04-03,Fresh graduate,Data Analyst,1,1,1,1,0,0
U01012,2026-05-17,Fresh graduate,Software Engineer,0,0,0,0,0,0
U01013,2026-03-04,Fresh graduate,Product Manager,1,0,0,0,0,0
U01014,2026-04-16,Working professional,Software Engineer,1,1,0,0,0,0
U01015,2026-06-14,Final-year student,Product Manager,1,0,0,0,0,0
U01016,2026-01-16,Final-year student,Product Manager,0,0,0,0,0,0
U01017,2026-03-06,Fresh graduate,Product Manager,1,1,1,1,1,0
U01018,2026-01-04,Working professional,Data Analyst,1,1,0,0,0,0
U01019,2026-04-07,Final-year student,Software Engineer,1,0,0,0,0,0
U01020,2026-05-21,Final-year student,Marketing,1,1,1,1,0,0
U01021,2026-01-07,Working professional,Marketing,1,0,0,0,0,0
U01022,2026-04-09,Fresh graduate,Data Analyst,1,1,1,1,1,0
U01023,2026-03-16,Working professional,Product Manager,0,0,0,0,0,0
U01024,2026-05-21,Fresh graduate,Data Analyst,0,0,0,0,0,0
U01025,2026-02-09,Fresh graduate,Data Analyst,1,1,1,1,0,0
U01026,2026-01-30,Final-year student,Data Analyst,1,0,0,0,0,0
U01027,2026-01-18,Working professional,Product Manager,1,1,0,0,0,0
U01028,2026-03-15,Final-year student,Product Manager,0,0,0,0,0,0
U01029,2026-03-29,Fresh graduate,Marketing,1,1,1,1,0,0
U01030,2026-06-15,Final-year student,Product Manager,1,1,1,0,0,0
U01031,2026-03-25,Fresh graduate,Product Manager,1,0,0,0,0,0
U01032,2026-01-31,Fresh graduate,Product Manager,1,1,1,1,0,0
U01033,2026-05-06,Fresh graduate,Product Manager,1,1,0,0,0,0
U01034,2026-01-12,Working professional,Product Manager,1,1,0,0,0,0
U01035,2026-03-04,Final-year student,Marketing,1,1,1,1,0,0
U01036,2026-04-28,Fresh graduate,Data Analyst,1,1,1,1,1,0
U01037,2026-02-15,Final-year student,Marketing,1,1,1,1,0,0
U01038,2026-04-18,Final-year student,Product Manager,1,1,0,0,0,0
U01039,2026-03-23,Final-year student,Product Manager,1,1,1,1,0,0
U01040,2026-06-21,Final-year student,Product Manager,1,1,0,0,0,0
U01041,2026-02-21,Final-year student,Product Manager,1,0,0,0,0,0
U01042,2026-06-13,Fresh graduate,Product Manager,1,1,1,0,0,0
U01043,2026-04-23,Fresh graduate,Data Analyst,1,1,1,1,0,0
U01044,2026-05-15,Fresh graduate,Marketing,1,1,0,0,0,0
U01045,2026-01-31,Final-year student,Product Manager,1,0,0,0,0,0
U01046,2026-01-04,Final-year student,Product Manager,1,1,1,1,1,1
U01047,2026-05-12,Final-year student,Product Manager,1,1,1,1,1,0
U01048,2026-03-28,Fresh graduate,Product Manager,1,1,1,0,0,0
U01049,2026-02-25,Working professional,Product Manager,0,0,0,0,0,0
U01050,2026-06-11,Final-year student,Product Manager,1,1,1,0,0,0
U01051,2026-02-28,Fresh graduate,Product Manager,1,1,1,1,0,0
U01052,2026-03-20,Final-year student,Product Manager,1,1,1,0,0,0
U01053,2026-05-11,Final-year student,Data Analyst,1,1,1,1,0,0
U01054,2026-06-23,Final-year student,Product Manager,1,1,1,0,0,0
U01055,2026-06-11,Final-year student,Product Manager,0,0,0,0,0,0
U01056,2026-04-28,Fresh graduate,Product Manager,1,1,0,0,0,0
U01057,2026-01-20,Working professional,Product Manager,1,0,0,0,0,0
U01058,2026-01-20,Final-year student,Software Engineer,0,0,0,0,0,0
U01059,2026-05-05,Fresh graduate,Data Analyst,1,0,0,0,0,0
U01060,2026-04-02,Fresh graduate,Data Analyst,1,1,0,0,0,0
U01061,2026-01-24,Working professional,Software Engineer,0,0,0,0,0,0
U01062,2026-05-06,Fresh graduate,Product Manager,1,1,1,0,0,0
U01063,2026-06-19,Final-year student,Product Manager,1,1,1,1,0,0
U01064,2026-01-12,Fresh graduate,Product Manager,1,1,1,0,0,0
U01065,2026-05-29,Final-year student,Product Manager,1,1,1,0,0,0
U01066,2026-03-04,Working professional,Data Analyst,1,0,0,0,0,0
U01067,2026-03-13,Final-year student,Product Manager,1,0,0,0,0,0
U01068,2026-05-10,Fresh graduate,Product Manager,1,1,0,0,0,0
U01069,2026-02-14,Final-year student,Product Manager,0,0,0,0,0,0
U01070,2026-01-29,Final-year student,Product Manager,1,1,1,1,1,0
U01071,2026-06-23,Working professional,Marketing,1,1,0,0,0,0
U01072,2026-03-04,Fresh graduate,Product Manager,1,1,1,1,1,0
U01073,2026-01-31,Final-year student,Product Manager,1,1,1,1,1,0
U01074,2026-05-05,Working professional,Product Manager,1,1,1,0,0,0
U01075,2026-02-09,Working professional,Data Analyst,1,0,0,0,0,0
U01076,2026-05-20,Final-year student,Product Manager,1,1,1,1,0,0
U01077,2026-01-13,Fresh graduate,Software Engineer,1,1,0,0,0,0
U01078,2026-04-04,Fresh graduate,Product Manager,1,1,0,0,0,0
U01079,2026-03-14,Fresh graduate,Product Manager,1,1,1,1,0,0
U01080,2026-06-22,Final-year student,Data Analyst,1,1,1,1,0,0
U01081,2026-04-04,Final-year student,Product Manager,1,1,1,0,0,0
U01082,2026-06-16,Working professional,Product Manager,0,0,0,0,0,0
U01083,2026-02-14,Working professional,Software Engineer,0,0,0,0,0,0
U01084,2026-03-27,Working professional,Product Manager,1,0,0,0,0,0
U01085,2026-05-27,Working professional,Product Manager,0,0,0,0,0,0
U01086,2026-01-29,Fresh graduate,Data Analyst,1,1,1,0,0,0
U01087,2026-06-16,Fresh graduate,Product Manager,0,0,0,0,0,0
U01088,2026-05-20,Fresh graduate,Product Manager,1,1,0,0,0,0
U01089,2026-05-02,Fresh graduate,Product Manager,1,1,1,0,0,0
U01090,2026-02-13,Fresh graduate,Software Engineer,1,1,1,1,1,0
U01091,2026-05-28,Final-year student,Product Manager,1,1,1,0,0,0
U01092,2026-06-01,Fresh graduate,Product Manager,1,1,1,0,0,0
U01093,2026-02-22,Final-year student,Software Engineer,1,1,1,0,0,0
U01094,2026-04-16,Final-year student,Software Engineer,1,1,1,1,1,1
U01095,2026-01-11,Fresh graduate,Marketing,1,1,1,1,0,0
U01096,2026-03-12,Final-year student,Product Manager,1,1,0,0,0,0
U01097,2026-01-28,Final-year student,Product Manager,0,0,0,0,0,0
U01098,2026-04-11,Working professional,Product Manager,0,0,0,0,0,0
U01099,2026-04-09,Working professional,Software Engineer,1,1,0,0,0,0
U01100,2026-04-06,Final-year student,Product Manager,1,1,1,0,0,0
U01101,2026-05-02,Final-year student,Software Engineer,1,1,0,0,0,0
U01102,2026-06-16,Final-year student,Product Manager,1,1,1,1,0,0
U01103,2026-02-05,Fresh graduate,Data Analyst,1,1,1,1,0,0
U01104,2026-02-08,Working professional,Data Analyst,0,0,0,0,0,0
U01105,2026-02-08,Final-year student,Product Manager,1,1,1,1,1,0
U01106,2026-06-17,Fresh graduate,Marketing,1,0,0,0,0,0
U01107,2026-01-17,Final-year student,Marketing,1,1,1,0,0,0
U01108,2026-01-06,Final-year student,Product Manager,1,1,1,1,1,1
U01109,2026-01-29,Working professional,Product Manager,1,1,1,1,0,0
U01110,2026-05-19,Final-year student,Software Engineer,1,1,0,0,0,0
U01111,2026-04-15,Final-year student,Product Manager,1,1,1,0,0,0
U01112,2026-06-15,Final-year student,Product Manager,1,1,1,0,0,0
U01113,2026-02-06,Fresh graduate,Product Manager,1,1,1,0,0,0
U01114,2026-03-12,Working professional,Marketing,1,1,1,0,0,0
U01115,2026-04-10,Working professional,Product Manager,0,0,0,0,0,0
U01116,2026-01-14,Final-year student,Data Analyst,1,1,0,0,0,0
U01117,2026-06-15,Final-year student,Product Manager,0,0,0,0,0,0
U01118,2026-05-25,Fresh graduate,Product Manager,1,0,0,0,0,0
U01119,2026-01-26,Final-year student,Data Analyst,1,0,0,0,0,0
U01120,2026-06-01,Working professional,Product Manager,1,1,0,0,0,0
U01121,2026-03-22,Fresh graduate,Product Manager,1,0,0,0,0,0
U01122,2026-03-02,Final-year student,Product Manager,1,1,0,0,0,0
U01123,2026-06-20,Working professional,Software Engineer,1,0,0,0,0,0
U01124,2026-04-04,Final-year student,Product Manager,0,0,0,0,0,0
U01125,2026-02-10,Final-year student,Product Manager,1,1,1,1,1,0
U01126,2026-05-26,Fresh graduate,Product Manager,1,1,1,1,1,0
U01127,2026-05-09,Fresh graduate,Product Manager,1,1,1,0,0,0
U01128,2026-02-04,Fresh graduate,Product Manager,1,1,0,0,0,0
U01129,2026-05-02,Fresh graduate,Product Manager,0,0,0,0,0,0
U01130,2026-04-24,Working professional,Product Manager,1,0,0,0,0,0
U01131,2026-02-19,Working professional,Product Manager,1,1,1,0,0,0
U01132,2026-03-19,Fresh graduate,Software Engineer,1,0,0,0,0,0
U01133,2026-06-01,Final-year student,Software Engineer,0,0,0,0,0,0
U01134,2026-02-01,Fresh graduate,Product Manager,1,1,1,1,1,0
U01135,2026-05-11,Working professional,Product Manager,1,1,0,0,0,0
U01136,2026-05-30,Final-year student,Product Manager,1,1,1,0,0,0
U01137,2026-06-18,Fresh graduate,Marketing,1,1,1,1,0,0
U01138,2026-02-28,Final-year student,Product Manager,1,1,1,0,0,0
U01139,2026-02-17,Final-year student,Product Manager,1,1,1,0,0,0
U01140,2026-06-18,Fresh graduate,Product Manager,1,1,1,0,0,0
U01141,2026-03-25,Final-year student,Product Manager,1,1,0,0,0,0
U01142,2026-04-13,Fresh graduate,Product Manager,1,1,1,0,0,0
U01143,2026-04-03,Working professional,Product Manager,0,0,0,0,0,0
U01144,2026-04-03,Working professional,Software Engineer,1,0,0,0,0,0
U01145,2026-04-23,Final-year student,Software Engineer,0,0,0,0,0,0
U01146,2026-03-18,Final-year student,Software Engineer,0,0,0,0,0,0
U01147,2026-03-12,Fresh graduate,Data Analyst,1,0,0,0,0,0
U01148,2026-03-14,Working professional,Product Manager,1,1,1,1,0,0
U01149,2026-04-29,Fresh graduate,Marketing,1,1,1,1,0,0
U01150,2026-05-28,Working professional,Software Engineer,1,1,1,1,0,0
U01151,2026-04-10,Final-year student,Data Analyst,1,0,0,0,0,0
U01152,2026-05-02,Working professional,Software Engineer,1,0,0,0,0,0
U01153,2026-03-16,Final-year student,Product Manager,1,1,0,0,0,0
U01154,2026-05-20,Final-year student,Product Manager,1,1,1,0,0,0
U01155,2026-03-12,Fresh graduate,Product Manager,1,1,1,1,0,0
U01156,2026-03-17,Final-year student,Product Manager,1,0,0,0,0,0
U01157,2026-01-10,Final-year student,Product Manager,1,1,1,1,0,0
U01158,2026-02-17,Final-year student,Product Manager,1,1,0,0,0,0
U01159,2026-05-13,Final-year student,Product Manager,1,1,0,0,0,0
U01160,2026-01-16,Fresh graduate,Marketing,1,1,0,0,0,0
U01161,2026-02-10,Final-year student,Software Engineer,1,1,1,1,0,0
U01162,2026-05-20,Fresh graduate,Software Engineer,1,1,1,0,0,0
U01163,2026-06-07,Working professional,Product Manager,0,0,0,0,0,0
U01164,2026-03-16,Final-year student,Software Engineer,1,1,0,0,0,0
U01165,2026-03-15,Final-year student,Data Analyst,1,1,1,1,0,0
U01166,2026-04-02,Working professional,Software Engineer,1,0,0,0,0,0
U01167,2026-05-19,Working professional,Software Engineer,1,1,1,1,0,0
U01168,2026-03-26,Fresh graduate,Product Manager,1,1,0,0,0,0
U01169,2026-02-01,Working professional,Product Manager,0,0,0,0,0,0
U01170,2026-03-19,Final-year student,Software Engineer,1,0,0,0,0,0
U01171,2026-02-15,Final-year student,Marketing,1,1,1,1,0,0
U01172,2026-05-04,Fresh graduate,Product Manager,1,0,0,0,0,0
U01173,2026-01-26,Final-year student,Product Manager,1,0,0,0,0,0
U01174,2026-04-20,Fresh graduate,Product Manager,1,1,1,1,0,0
U01175,2026-01-24,Fresh graduate,Product Manager,1,1,1,0,0,0
U01176,2026-06-24,Fresh graduate,Marketing,1,0,0,0,0,0
U01177,2026-04-26,Fresh graduate,Software Engineer,1,1,1,0,0,0
U01178,2026-01-26,Final-year student,Product Manager,1,1,0,0,0,0
U01179,2026-06-22,Final-year student,Product Manager,1,1,1,0,0,0
U01180,2026-04-14,Final-year student,Product Manager,1,1,1,1,1,0
U01181,2026-04-20,Fresh graduate,Product Manager,1,0,0,0,0,0
U01182,2026-01-12,Final-year student,Product Manager,0,0,0,0,0,0
U01183,2026-02-03,Final-year student,Data Analyst,1,1,1,0,0,0
U01184,2026-05-26,Final-year student,Software Engineer,1,1,1,0,0,0
U01185,2026-03-26,Final-year student,Product Manager,1,0,0,0,0,0
U01186,2026-04-21,Working professional,Software Engineer,1,1,1,1,1,0
U01187,2026-06-27,Final-year student,Software Engineer,1,1,1,1,1,0
U01188,2026-03-19,Working professional,Product Manager,1,0,0,0,0,0
U01189,2026-03-10,Final-year student,Software Engineer,0,0,0,0,0,0
U01190,2026-05-25,Fresh graduate,Software Engineer,1,1,0,0,0,0
U01191,2026-01-12,Final-year student,Data Analyst,1,1,1,0,0,0
U01192,2026-03-23,Final-year student,Product Manager,1,0,0,0,0,0
U01193,2026-06-03,Working professional,Product Manager,1,1,1,0,0,0
U01194,2026-02-11,Working professional,Product Manager,1,0,0,0,0,0
U01195,2026-02-24,Working professional,Product Manager,1,0,0,0,0,0
U01196,2026-03-27,Final-year student,Product Manager,1,1,0,0,0,0
U01197,2026-01-14,Final-year student,Data Analyst,1,0,0,0,0,0
U01198,2026-01-13,Fresh graduate,Product Manager,1,1,1,0,0,0
U01199,2026-02-15,Final-year student,Product Manager,0,0,0,0,0,0
U01200,2026-06-11,Fresh graduate,Marketing,1,0,0,0,0,0
U01201,2026-02-09,Fresh graduate,Product Manager,1,1,1,1,0,0
U01202,2026-05-12,Fresh graduate,Product Manager,1,1,1,0,0,0
U01203,2026-03-18,Working professional,Software Engineer,1,0,0,0,0,0
U01204,2026-05-17,Fresh graduate,Product Manager,1,0,0,0,0,0
U01205,2026-03-01,Final-year student,Product Manager,1,1,0,0,0,0
U01206,2026-06-07,Final-year student,Software Engineer,1,0,0,0,0,0
U01207,2026-03-08,Fresh graduate,Product Manager,1,1,1,1,1,0
U01208,2026-05-23,Fresh graduate,Product Manager,1,1,1,0,0,0
U01209,2026-05-30,Final-year student,Product Manager,1,1,1,0,0,0
U01210,2026-03-19,Final-year student,Data Analyst,1,1,0,0,0,0
U01211,2026-05-01,Fresh graduate,Product Manager,1,1,1,1,1,1
U01212,2026-01-22,Working professional,Software Engineer,1,1,1,0,0,0
U01213,2026-03-31,Fresh graduate,Product Manager,1,1,1,1,0,0
U01214,2026-03-09,Final-year student,Software Engineer,1,1,0,0,0,0
U01215,2026-06-21,Final-year student,Product Manager,1,1,0,0,0,0
U01216,2026-06-18,Fresh graduate,Product Manager,0,0,0,0,0,0
U01217,2026-05-22,Final-year student,Product Manager,1,1,1,1,0,0
U01218,2026-06-20,Fresh graduate,Software Engineer,1,1,1,0,0,0
U01219,2026-06-25,Fresh graduate,Product Manager,1,1,1,1,1,1
U01220,2026-05-19,Final-year student,Product Manager,1,1,1,1,0,0
U01221,2026-04-17,Final-year student,Product Manager,1,1,1,0,0,0
U01222,2026-02-06,Final-year student,Product Manager,1,1,0,0,0,0
U01223,2026-05-27,Working professional,Software Engineer,1,1,0,0,0,0
U01224,2026-02-05,Fresh graduate,Product Manager,1,1,1,1,1,0
U01225,2026-02-03,Final-year student,Product Manager,0,0,0,0,0,0
U01226,2026-06-08,Working professional,Product Manager,1,0,0,0,0,0
U01227,2026-01-21,Fresh graduate,Product Manager,0,0,0,0,0,0
U01228,2026-01-26,Fresh graduate,Product Manager,1,1,0,0,0,0
U01229,2026-04-02,Working professional,Product Manager,1,1,0,0,0,0
U01230,2026-04-16,Final-year student,Product Manager,1,1,1,1,1,0
U01231,2026-01-09,Final-year student,Marketing,1,0,0,0,0,0
U01232,2026-03-10,Fresh graduate,Product Manager,1,1,1,1,1,0
U01233,2026-02-10,Final-year student,Data Analyst,1,0,0,0,0,0
U01234,2026-02-24,Fresh graduate,Product Manager,1,1,0,0,0,0
U01235,2026-02-02,Final-year student,Product Manager,1,1,1,0,0,0
U01236,2026-05-02,Final-year student,Product Manager,1,0,0,0,0,0
U01237,2026-03-27,Final-year student,Product Manager,1,0,0,0,0,0
U01238,2026-06-22,Final-year student,Software Engineer,1,1,1,1,0,0
U01239,2026-01-02,Final-year student,Data Analyst,1,1,1,1,0,0
U01240,2026-05-20,Final-year student,Software Engineer,1,1,1,1,1,1
U01241,2026-06-13,Working professional,Software Engineer,1,1,0,0,0,0
U01242,2026-03-29,Final-year student,Product Manager,1,1,1,1,1,0
U01243,2026-05-06,Final-year student,Product Manager,1,1,1,0,0,0
U01244,2026-03-21,Final-year student,Data Analyst,1,0,0,0,0,0
U01245,2026-04-18,Final-year student,Product Manager,0,0,0,0,0,0
U01246,2026-06-13,Final-year student,Product Manager,1,0,0,0,0,0
U01247,2026-04-06,Fresh graduate,Marketing,1,1,1,0,0,0
U01248,2026-04-15,Final-year student,Marketing,1,1,1,1,1,0
U01249,2026-06-27,Working professional,Software Engineer,1,1,0,0,0,0
U01250,2026-03-31,Working professional,Product Manager,1,0,0,0,0,0
U01251,2026-02-01,Final-year student,Data Analyst,1,1,1,0,0,0
U01252,2026-05-03,Final-year student,Product Manager,0,0,0,0,0,0
U01253,2026-05-05,Final-year student,Product Manager,1,1,1,0,0,0
U01254,2026-02-12,Fresh graduate,Product Manager,1,1,0,0,0,0
U01255,2026-05-12,Final-year student,Marketing,1,1,1,1,0,0
U01256,2026-01-12,Working professional,Marketing,1,0,0,0,0,0
U01257,2026-02-27,Fresh graduate,Software Engineer,0,0,0,0,0,0
U01258,2026-06-03,Working professional,Product Manager,1,1,0,0,0,0
U01259,2026-04-22,Fresh graduate,Product Manager,1,1,1,1,0,0
U01260,2026-04-20,Working professional,Product Manager,1,1,1,0,0,0
U01261,2026-04-22,Final-year student,Data Analyst,0,0,0,0,0,0
U01262,2026-01-30,Final-year student,Product Manager,1,1,1,0,0,0
U01263,2026-06-23,Final-year student,Product Manager,1,1,1,1,0,0
U01264,2026-02-23,Working professional,Software Engineer,1,1,1,0,0,0
U01265,2026-05-22,Fresh graduate,Product Manager,1,1,1,1,1,0
U01266,2026-06-28,Working professional,Data Analyst,1,1,0,0,0,0
U01267,2026-02-13,Final-year student,Product Manager,1,1,0,0,0,0
U01268,2026-04-25,Working professional,Data Analyst,1,0,0,0,0,0
U01269,2026-01-08,Fresh graduate,Product Manager,1,0,0,0,0,0
U01270,2026-04-25,Fresh graduate,Product Manager,1,1,1,0,0,0
U01271,2026-03-21,Working professional,Product Manager,1,1,0,0,0,0
U01272,2026-01-13,Final-year student,Product Manager,1,0,0,0,0,0
U01273,2026-05-01,Final-year student,Software Engineer,1,0,0,0,0,0
U01274,2026-06-24,Fresh graduate,Product Manager,1,1,0,0,0,0
U01275,2026-01-15,Final-year student,Product Manager,1,1,1,1,0,0
U01276,2026-06-10,Final-year student,Software Engineer,1,1,1,1,1,0
U01277,2026-06-01,Final-year student,Product Manager,1,1,1,1,0,0
U01278,2026-04-09,Final-year student,Software Engineer,1,0,0,0,0,0
U01279,2026-06-12,Working professional,Software Engineer,1,1,1,0,0,0
U01280,2026-02-25,Fresh graduate,Product Manager,0,0,0,0,0,0
U01281,2026-05-10,Final-year student,Data Analyst,1,1,1,1,0,0
U01282,2026-05-06,Final-year student,Product Manager,0,0,0,0,0,0
U01283,2026-04-15,Final-year student,Product Manager,0,0,0,0,0,0
U01284,2026-05-31,Fresh graduate,Product Manager,1,1,0,0,0,0
U01285,2026-06-07,Working professional,Data Analyst,1,1,1,1,0,0
U01286,2026-05-22,Working professional,Software Engineer,0,0,0,0,0,0
U01287,2026-04-16,Final-year student,Product Manager,1,1,1,1,1,1
U01288,2026-06-25,Final-year student,Marketing,1,1,1,1,0,0
U01289,2026-04-11,Fresh graduate,Product Manager,1,1,1,0,0,0
U01290,2026-04-25,Fresh graduate,Data Analyst,1,1,1,1,0,0
U01291,2026-02-03,Fresh graduate,Software Engineer,1,1,1,0,0,0
U01292,2026-02-27,Fresh graduate,Marketing,1,1,1,1,0,0
U01293,2026-06-12,Fresh graduate,Marketing,0,0,0,0,0,0
U01294,2026-03-31,Final-year student,Marketing,1,1,0,0,0,0
U01295,2026-04-03,Final-year student,Product Manager,1,0,0,0,0,0
U01296,2026-05-27,Final-year student,Data Analyst,1,0,0,0,0,0
U01297,2026-02-28,Final-year student,Data Analyst,1,1,0,0,0,0
U01298,2026-02-17,Final-year student,Software Engineer,1,0,0,0,0,0
U01299,2026-01-02,Fresh graduate,Product Manager,1,1,1,1,0,0
U01300,2026-02-11,Final-year student,Marketing,1,1,1,1,0,0
U01301,2026-04-03,Final-year student,Product Manager,0,0,0,0,0,0
U01302,2026-05-11,Fresh graduate,Product Manager,1,1,1,1,0,0
U01303,2026-03-01,Fresh graduate,Product Manager,1,1,1,0,0,0
U01304,2026-03-21,Final-year student,Product Manager,1,1,1,1,1,0
U01305,2026-02-09,Working professional,Software Engineer,1,1,1,0,0,0
U01306,2026-05-27,Working professional,Product Manager,1,1,1,0,0,0
U01307,2026-04-05,Fresh graduate,Software Engineer,1,1,0,0,0,0
U01308,2026-01-26,Fresh graduate,Data Analyst,1,1,1,0,0,0
U01309,2026-04-20,Final-year student,Product Manager,1,1,1,1,0,0
U01310,2026-03-02,Working professional,Software Engineer,0,0,0,0,0,0
U01311,2026-06-05,Final-year student,Product Manager,1,1,0,0,0,0
U01312,2026-02-18,Working professional,Data Analyst,1,1,0,0,0,0
U01313,2026-06-05,Fresh graduate,Marketing,1,1,1,1,1,0
U01314,2026-05-06,Final-year student,Product Manager,1,1,1,0,0,0
U01315,2026-01-25,Final-year student,Software Engineer,0,0,0,0,0,0
U01316,2026-05-17,Fresh graduate,Product Manager,1,1,1,1,0,0
U01317,2026-05-10,Fresh graduate,Product Manager,1,1,1,0,0,0
U01318,2026-03-24,Final-year student,Software Engineer,0,0,0,0,0,0
U01319,2026-01-29,Fresh graduate,Product Manager,0,0,0,0,0,0
U01320,2026-03-28,Working professional,Software Engineer,1,1,1,0,0,0
U01321,2026-04-20,Fresh graduate,Product Manager,1,1,1,1,0,0
U01322,2026-01-24,Fresh graduate,Product Manager,1,1,1,1,0,0
U01323,2026-03-03,Final-year student,Data Analyst,1,1,1,1,1,1
U01324,2026-05-07,Fresh graduate,Product Manager,1,1,1,0,0,0
U01325,2026-04-10,Final-year student,Software Engineer,1,1,0,0,0,0
U01326,2026-06-28,Working professional,Product Manager,0,0,0,0,0,0
U01327,2026-02-09,Final-year student,Data Analyst,1,1,1,0,0,0
U01328,2026-05-21,Fresh graduate,Software Engineer,1,1,1,0,0,0
U01329,2026-03-18,Final-year student,Product Manager,1,0,0,0,0,0
